db_name,canonical_name,lat,long,checked
67 CANYON RD,67 Canyon Rd,37.870802,-122.247738,1
UPPER FIRE TRAIL,Upper Fire Trail,37.8699656,-122.2359028,1
GAYLEY ROAD,Gayley Rd,37.8739414,-122.2554853,1
2600 RIDGE ROAD,Cloyne Court Hotel,37.8760914,-122.2578465,1
2515 CHANNING WAY,2515 Channing Way,37.8670175,-122.2581091,1
2200 BANCROFT,2200 Bancroft Way,37.867428,-122.2655774,1
0 RFS-400,,,,1
0 MULFORD HALL,Mulford Hall,37.8726096,-122.2644811,1
1601 ALLSTON WAY,1601 Allston Way,37.8683105,-122.2786281,1
UVA-141,University Village,37.8849256,-122.3010808,1
2535 CHANNING/BOWDITCH APTS,Channing-Bowditch Apartments,37.8673656,-122.2573096,1
UNIT-2 LOADING DOCK,Unit 2 Loading Dock,37.8663429,-122.2546476,1
2240 PIEDMONT AV,2240 Piedmont Ave,37.8701932,-122.2524846,1
2500 DURANT,2500 Durant Ave,37.867621,-122.258655,1
3300 REGATTA BLVD,"Berkeley, CA, USA",37.9177568,-122.338923,1
WICKSON BRIDGE,"Wickson Rd, Berkeley, CA 94709, USA",37.8727721,-122.2626207,1
HASTE TELE,Telegraph Ave & Haste Ave,37.8660242,-122.258627,1
0 SIMPSON CENTER,Simpson Center,37.870171,-122.251807,1
0 FENWICK WEAVERS,Fenwick Weavers Village,37.8655988,-122.2605589,1
DWIGHT/BOWDITCH,Dwight Way & Bowditch St,37.8654206,-122.256143,1
0 MARCHANT BLDG,Marchant Building,37.850243,-122.2875397,1
DURANT/BOWDITCH,Durant Ave & Bowditch St,37.8681063,-122.256703,1
UVA-154,University Village,37.8849256,-122.3010808,1
LBNL-69,Lawrence Berkeley National Laboratory,37.8754404,-122.2455364,1
0 UNIT-3 IDA SPROUL,Unit 3 Ida Sproul Hall,37.8671335,-122.260512,1
0 FRANK SCHLESSINGER WAY,"Frank Schlessinger Way, Berkeley, CA, USA",37.8705786,-122.2638617,1
JACKSON/MONROE,,,,1
UVA-145,University Village,37.8849256,-122.3010808,1
0 MENS FACULTY CLUB,Men’s Faculty Club,37.8716886,-122.255906,1
CKC-24,Clark Kerr Campus Building 24,37.8638051,-122.24936,1
2195 HEARST AV,"2195 Hearst Ave, Berkeley, CA 94720, USA",37.8744106,-122.2669389,1
1111 FRANKLIN,"1111 Franklin St, Berkeley, CA 94702, USA",37.8762911,-122.2861179,1
420 KULA GULF WAY,"Kula Gulf Way, Albany, CA 94706, USA",37.8841356,-122.3036352,1
0 HILGARD HALL,"Hilgard Hall, Berkeley, CA 94720, USA",37.8733109,-122.2634045,1
0 BECHTEL HALL,"Bechtel Engineering Center, Berkeley, CA 94709, USA",37.8741858,-122.258188,1
UNIT-1 LOADING DOCK,Unit 1 Loading Dock,37.867555,-122.2552224,1
EAST GATE,,,,1
HEARST/EUCLID,Hearst Ave & Euclid St,37.87493,-122.260552,1
UVA-151,University Village,37.8849256,-122.3010808,1
1110 JACKSON STREET,"1110 Jackson St, Albany, CA 94706, USA",37.8836658,-122.3002535,1
UVA-152,University Village,37.8849256,-122.3010808,1
RUGBY FIELD HOUSE,Rugby Field House,37.8711896,-122.248727,1
735 WEST END WAY,"West End Way, Albany, CA 94706, USA",37.8838859,-122.3050819,1
400 OHLONE AVE,"400 Ohlone Ave, Albany, CA 94706, USA",37.8847846,-122.3044851,1
0 HILDEBRAND HALL,Hildebrand Hall,37.8725358,-122.2557257,1
LBNL-23,Lawrence Berkeley National Laboratory,37.8754404,-122.2455364,1
0 EDWARDS TRACK,Edwards Track,37.8690062,-122.2648111,1
PROSPECT COURT LOT,Prospect Court Lot,37.8695721,-122.2501565,1
RFS-201,,,,1
RFS,,,,1
TELE DURANT,Telegraph Ave & Durant Ave,37.867814,-122.258977,1
0 MORRISON HALL,Morrison Hall,37.870892,-122.2563905,1
RICHMOND,,,,1
1070 JACKSON STREET,"1070 Jackson St, Albany, CA 94706, USA",37.8843984,-122.3001797,1
786 RED OAK AVE,"786 Red Oak Ave, Albany, CA 94706, USA",37.8830619,-122.3025834,1
CHANNING/DANA,Channing Way & Dana St,37.8666209,-122.261086,1
HAAS CLUBHOUSE,Haas Clubhouse,37.8724262,-122.2460458,1
CAMPANILE WAY,Campanile Way,37.8713485,-122.260853,1
LHS VISTA LOT,Lawrence Hall of Science,37.880289,-122.246218,1
FOOTHILL-9,Foothill Building 9,37.8757424,-122.2563979,1
UVA-138,University Village,37.8849256,-122.3010808,1
2537 HASTE ST,Anna Head Alumnae Hall,37.8663273,-122.2575953,1
HUDSON FIELD HOUSE,Hudson Field House,37.8711896,-122.248727,1
VISTA LOT,Vista Lot,37.8807209,-122.2476193,1
SIGNPOST-21,,,,1
BLAKE ESTATES,Blake Garden,37.9136461,-122.284887,1
UCOP,,,,1
EDWARDS FIELD,Edwards Stadium,37.8689946,-122.264837,1
DWIGHT/TELEGRAPH,Telegraph Ave & Dwight Way,37.8651365,-122.2584315,1
BERKELEY WAY,Berkeley Way,37.8718711,-122.2776232,1
1111 FRANKLIN ST,"1111 Franklin St, Berkeley, CA 94702, USA",37.8762911,-122.2861179,1
BIG C TRAIL,Big C Trail,37.874585,-122.249622,1
HELLMAN TENNIS COURTS,Hellman Tennis Center,37.8699713,-122.2651229,1
HAVILAND GROVE,Haviland Grove,37.873733,-122.261592,1
UVA-167,University Village,37.8849256,-122.3010808,1
UNIT-3 DINING,Unit 3 Dining,37.8664916,-122.2596211,1
BERKELEY CA,,,,1
LBNL-48,Lawrence Berkeley National Laboratory,37.8754404,-122.2455364,1
2427 DWIGHT,2427 Dwight Way,37.8651852,-122.2594926,1
2415 DWIGHT WAY,2415 Dwight Way,37.8651311,-122.2602336,1
2475 TELEGRAPH AV,2475 Telegraph Ave,37.865602,-122.258282,1
0 STRAWBERRY REC CENTER,Strawberry Canyon Center,37.8714271,-122.247278,1
LOWER FIRE TRAIL,Lower Fire Trail,37.8715191,-122.2415075,1
2121 ALLSTON,2121 Allston Way,37.8697676,-122.2668361,1
UVA-119,University Village,37.8849256,-122.3010808,1
BAN TELE,"Berkeley, CA, USA",37.8715926,-122.272747,1
RFS-400,,,,1
660 KINKEAD WAY,"660 Kinkead Way, Albany, CA 94706, USA",37.8836953,-122.3025072,1
OXFORD/ADDISON,Addison St & Oxford St,37.871293,-122.266549,1
SIGNPOST-18,,,,1
1020 JACKSON STREET,"1020 Jackson St, Albany, CA 94706, USA",37.8863878,-122.3005167,1
UVA-111,University Village,37.8849256,-122.3010808,1
2400 BANCROFT WAY,2400 Bancroft Way,37.8682101,-122.2611743,1
LBNL-77,Lawrence Berkeley National Laboratory,37.8754404,-122.2455364,1
0 MCLAUGHLIN HALL,McLauglin Hall,37.8738011,-122.2589949,1
0 GOLDMAN SCHOOL PUBLIC POLICY,Goldman School of Public Policy,37.8757535,-122.2578444,1
MEMORIAL STADIUM TRAILER PARK,Memorial Stadium Trailer Park,37.871504,-122.251115,1
LBNL-71,Lawrence Berkeley National Laboratory,37.8754404,-122.2455364,1
0 SPROUL HALL,Lower Sproul Plaza,37.8691454,-122.2602313,1
0 BOWLES HALL,Bowles Hall,37.8733996,-122.2530226,1
ASUC ART STUDIO,ASUC Art Studio,37.86976,-122.260051,1
AT&T PARK,,,,1
UVA-121,University Village,37.8849256,-122.3010808,1
BEVERLY CLEARY,"Beverly Cleary Hall, Berkeley, CA 94704, USA",37.866433,-122.259553,1
2521 DURANT,2521 Durant Ave,37.8683129,-122.2581296,1
805 KINKEAD WAY,"805 Kinkead Way, Albany, CA 94706, USA",37.8837446,-122.3022741,1
OFF CAMPUS,,,,1
2500 BANCROFT WAY,2500 Bancroft Way,37.8687157,-122.2591463,1
UVA-164,University Village,37.8849256,-122.3010808,1
PAT BROWNS GRILL,Pat Brown’s,37.873385,-122.264875,1
LBNL-62,Lawrence Berkeley National Laboratory,37.8754404,-122.2455364,1
GIRTON HALL,Girton Hall,37.8723921,-122.2541475,1
HAZ MAT FAC,,,,1
2120 OXFORD ST,2120 Oxford St,37.870862,-122.2660877,1
LBNL-70,Lawrence Berkeley National Laboratory,37.8754404,-122.2455364,1
UVA-150,University Village,37.8849256,-122.3010808,1
UVA-162,University Village,37.8849256,-122.3010808,1
PEPPERTREE LANE,"Berkeley, CA, USA",37.8715926,-122.272747,1
LBNL-31,Lawrence Berkeley National Laboratory,37.8754404,-122.2455364,1
EARL WARREN HALL,Earl Warren Hall,37.8744113,-122.2669733,1
ASUC BOOKSTORE,ASUC Bookstore,37.873385,-122.264875,1
2536 CHANNING WAY,2536 Channing Way,37.8664466,-122.2575343,1
2111 BANCROFT WAY,Banway Building,37.8678967,-122.2668872,1
0 UNIVERSITY HALL,University Hall,37.8719085,-122.2664944,1
865 KINKEAD WAY,865 Kinkead Way,37.8836953,-122.3025072,1
LBNL-50,Lawrence Berkeley National Laboratory,37.8754404,-122.2455364,1
CHANNING/PIEDMONT,Piedmont Avenue & Channing Way,37.867478,-122.251992,1
0 VALLEY LSB,Valley Life Sciences Building,37.8715305,-122.2620337,1
WEST GATE,West Gate,37.870184,-122.265755,1
2425 ATHERTON,2425 Atherton St,37.8657526,-122.264156,1
CHANNING/BOWDITCH,Channing Way & Bowditch St,37.8672098,-122.2565217,1
670 KULA GULF WAY,"Kula Gulf Way, Albany, CA 94706, USA",37.8841356,-122.3036352,1
WOMENS FACULTY CLUB,Women’s Faculty Club,37.8720206,-122.254945,1
2439 DURANT,2439 Durant Ave,37.8680771,-122.2596264,1
0 MOSES HALL,Moses Hall,37.8710551,-122.2578523,1
BECHTEL TERRACE,Bechtel Terrace,37.8741858,-122.258188,1
UVA-158,University Village,37.8849256,-122.3010808,1
PFA,Pacific Film Archive Theater,37.8692103,-122.257642,1
LBNL-88,Lawrence Berkeley National Laboratory,37.8754404,-122.2455364,1
SHATTUCK/CENTER,Center St & Shattuck Ave,37.87012,-122.26796,1
CKC-21,Clark Kerr Campus Building 21,37.8638051,-122.24936,1
1995 UNIVERSITY AVE,1995 University Ave,37.8722046,-122.2712868,1
SPRINGER GATEWAY,Springer Gateway,37.8717543,-122.2651875,1
NEW YORK,,,,1
SACRAMENTO,,,,1
715 KINKEAD WAY,715 Kinkead Way,37.8836953,-122.3025072,1
UVA-102,University Village,37.8849256,-122.3010808,1
3040 SMYTH RD,3040 Smyth Rd,37.867341,-122.245683,1
UVA-146,University Village,37.8849256,-122.3010808,1
BANCROFT/FULTON,Bancroft St & Fulton St,37.8675781,-122.2651172,1
UVA-124,University Village,37.8849256,-122.3010808,1
B/T,,,,1
DURANT/DANA,Durant Ave & Dana St,37.867422,-122.261416,1
DANA CT,"Dana St, Berkeley, CA, USA",37.8608143,-122.2599172,1
HASTE DANA,Dana St & Haste Ave,37.865815,-122.260993,1
980 OHLONE AVE,"980 Ohlone Ave, Albany, CA 94706, USA",37.8856482,-122.3005063,1
EL CERRITO,,,,1
2481 HEARST AVE,2481 Hearst Ave,37.8750743,-122.2605792,1
3200 REGATTA,,,,1
LBNL-6,Lawrence Berkeley National Laboratory,37.8754404,-122.2455364,1
625 WEST END WAY,West End Way,37.8838859,-122.3050819,1
UVA-148,University Village,37.8849256,-122.3010808,1
BOWDITCH/HASTE,Haste St & Bowditch St,37.8663193,-122.256343,1
2100 CHANNING WAY,2100 Channing Way,37.865799,-122.266847,1
TELE/DURANT,Telegraph Ave & Durant Ave,37.867814,-122.258977,1
CHANNING/TELEGRAPH,Telegraph Av & Channing Way,37.866914,-122.2587858,1
2610 CHANNING,2610 Channing Way,37.8670799,-122.2556761,1
730 KINKEAD WAY,"730 Kinkead Way, Albany, CA 94706, USA",37.8836953,-122.3025072,1
2500 HASTE ST,2500 Haste St,37.8660122,-122.2585881,1
GREEK THEATER THEATER,Greek Theatre,37.8735759,-122.254472,1
0 CLOYNE COURT,Cloyne Court Hotel,37.8760914,-122.2578465,1
CLAREMONT HOTEL,Claremont Hotel & Spa,37.8596523,-122.2419023,1
RIM/CENTENNIAL,Centennial Dr & Stadium Rim Way,37.871426,-122.249641,1
BANCROFT TELEGRAPH,Telegraph Ave & Bancroft Way,37.8687287,-122.2591604,1
335 OHLONE AVE,335 Ohlone Ave,37.8849492,-122.305112,1
0 BECHTEL CENTER,Bechtel Engineering Center,37.8741858,-122.258188,1
580 OHLONE AVE,"580 Ohlone Ave, Albany, CA 94706, USA",37.8847221,-122.3047574,1
2500 DURANT AV,2500 Durant Ave,37.867621,-122.258655,1
2333 COLLEGE AVE,2333 College Ave,37.868049,-122.253988,1
UVA-160,University Village,37.8849256,-122.3010808,1
DURANT/PIEDMONT,Piedmont Ave & Durant Ave,37.8686768,-122.252275,1
MLK JR WAY,M.L.K. Jr Way,37.8652607,-122.2723156,1
1950 UNIVERSITY AV,1950 University Ave,37.871196,-122.271719,1
DUR/TELE,Durant Ave & Telegraph Ave,37.867814,-122.258977,1
TIGHTWAD HILL,Tightwad Hill,37.87224,-122.2497263,1
DWI TELE,Dwight Way & Telegraph Ave,37.8651365,-122.258432,1
OBSERVATORY HILL,Observatory Hill,37.8742567,-122.2606032,1
TELE/CHANNING,Telegraph Ave & Channing Way,37.866914,-122.258786,1
585 RED OAK AVE,585 Red Oak Ave,37.8832158,-122.3026332,1
1050 MONROE STREET,1050 Monroe St,37.8842933,-122.2987097,1
675 KULA GULF WAY,"Kula Gulf Way, Albany, CA 94706, USA",37.8841356,-122.3036352,1
TELE/BLAKE,Telegraph Ave & Blake St,37.8641557,-122.258527,1
DANA HASTE,Dana St & Haste St,37.865815,-122.260993,1
TELE/CHANN,Telegraph Ave & Channing Way,37.866914,-122.258786,1
EVANS FIELD,Evans Diamond,37.8694258,-122.263365,1
2367 TELEGRAPH AV,2367 Telegraph Ave,37.8674341,-122.2588098,1
0 RFS-445,,,,1
0 BIRGE HALL,Birge Hall,37.8722322,-122.2571898,1
LBNL-2,Lawrence Berkeley National Laboratory,37.8754404,-122.2455364,1
LBNL-46,Lawrence Berkeley National Laboratory,37.8754404,-122.2455364,1
SMYTH HOUSE,Smyth House,37.8671099,-122.2476822,1
1005 6TH STREET,1005 6th St,37.8829339,-122.3022521,1
2600 HEARST AV,2600 Hearst Ave,37.8754729,-122.25709,1
1000 6TH STREET,1000 Sixth St,37.8828311,-122.3025942,1
67 CANYON,67 Canyon Rd,37.870802,-122.247738,1
UVA SHOP,,,,1
2251 COLLEGE AV,2251 College Ave,37.8692877,-122.254584,1
2224 PIEDMONT AV,2224 Piedmont Ave,37.870984,-122.253046,1
2395 PIEDMONT,2395 Piedmont Ave,37.868105,-122.251502,1
555 OHLONE,555 Ohlone Ave,37.8851975,-122.3034358,1
DURANT DANA,Durant Ave & Dana St,37.867422,-122.261416,1
UVA-100,University Village,37.8849256,-122.3010808,1
BANC/TELE,Bancroft Ave & Telegraph Ave,37.8687287,-122.25916,1
0 GIAUQUE LAB,,,,1
BANCROFT/COLLEGE,Bancroft Way & College Ave,37.8692972,-122.2546034,1
32083 ALVARADO NILES UNION CITY,,,,1
MSRI LOT,MSRI Parking Lot,37.8808117,-122.2457434,1
CHAN/BOW,Channing Way & Bowditch St,37.8672098,-122.256522,1
CKC HORSESHOE,Clark Kerr Horseshoe,37.8640597,-122.2499408,1
UVA-169,University Village,37.8849256,-122.3010808,1
UC CAMPUS,,,,1
CKC-14,Clark Kerr Campus Building 14,37.8638051,-122.24936,1
0 MINOR HALL ADDITION,Minor Hall Addition,37.8713112,-122.2551727,1
UVA-101,University Village,37.8849256,-122.3010808,1
0 HEARST GYM,Hearst Memorial Gymnasium,37.869336,-122.257464,1
2601 TELEGRAPH AV,2601 Telegraph Ave,37.86299,-122.2583756,1
1040 JACKSON ST,1040 Jackson St,37.8845112,-122.3002149,1
UVA-165,University Village,37.8849256,-122.3010808,1
525 RED OAK AVE,"525 Red Oak Ave, Albany, CA 94706, USA",37.8830619,-122.3025834,1
CHAN CIR,Channing Circle,37.867791,-122.251912,1
TELE HASTE,Telegraph Ave & Haste Ave,37.8660242,-122.258627,1
2400 TELEGRAPH AV,2400 Telegraph Ave,37.8674642,-122.2594219,1
LBNL-51,Lawrence Berkeley National Laboratory,37.8754404,-122.2455364,1
2415 FERNWALD DR,2415 Fernwald Rd,37.86696,-122.2475982,1
WITTER LOT,Witter Lot,37.8711896,-122.248727,1
APD,,,,1
PIEDMONT/DURANT,Piedmont Ave & Durant Ave,37.8686768,-122.252275,1
TILDEN PARK,Tilden Park,37.9005805,-122.2560632,1
300 LAKESIDE,,,,1
2150 KITTRIDGE,2150 Kittredge St,37.8684839,-122.2668623,1
10 GIANNINI HALL,Giannini Hall,37.8735349,-122.2622986,1
298 OHLONE AVE,298 Ohlone Ave,37.8846416,-122.305156,1
OXFORD/CENTER,Oxford St & Center St,37.8705998,-122.265931,1
2510 DURANT,2510 Durant Ave,37.867529,-122.258374,1
2484 SHATTUCK,2484 Shattuck Ave,37.864112,-122.267973,1
0 UVA COMMUNITY CENTER,,,,1
CHANNING/TELE,Telegraph Ave & Channing way,37.866914,-122.258786,1
BANCROFT BOWDITCH,Bancroft Way & Bowditch St,37.869003,-122.256899,1
415 20TH ST,,,,1
SATHER LANE,Sather Lane,37.8676959,-122.2599381,1
LBNL-66,Lawrence Berkeley National Laboratory,37.8754404,-122.2455364,1
2200 PIEDMONT AV,2200 Piedmont Ave,37.8725495,-122.2537631,1
UVA-103,University Village,37.8849256,-122.3010808,1
DWIGHT/REGENT,Dwight Way & Regent St,37.8652063,-122.25779,1
CKC LOT A,Clark Kerr Track,37.8648156,-122.2457136,1
UVA-120,University Village,37.8849256,-122.3010808,1
3030 SMYTH RD,3030 Smyth Rd,37.867396,-122.246096,1
2439 DURANT AV,2439 Durant Ave,37.8680771,-122.2596264,1
2111 BANCROFT,Banway Building,37.8678967,-122.2668872,1
UVA-123,University Village,37.8849256,-122.3010808,1
755 OHLONE,755 Ohlone Ave,37.8855338,-122.3016485,1
0 DONNER LAB,Donner Laboratory,37.8746569,-122.256513,1
1020 JACKSON,1020 Jackson St,37.8863878,-122.3005167,1
0 CKC,Clark Kerr Campus,37.8648156,-122.2457136,1
2222 BANCROFT WAY,2222 Bancroft Way,37.8679074,-122.2643728,1
SIGNPOST-20,,,,1
DURANT/ELLSWORTH,Durant Ave & Ellsworth St,37.867143,-122.263696,1
2700 HEARST AV,2700 Hearst Ave,37.8754428,-122.2558182,1
SOUTH DR,South Dr,37.8718361,-122.2574026,1
1950 ADDISON ST,1950 Addison St,37.870451,-122.271731,1
0 DOE ANNEX,Doe Annex,37.8722083,-122.259493,1
99999 CLEARY HALL,Beverly Cleary Hall,37.866433,-122.259553,1
MEMORIAL STADIUM RIM WAY,Memorial Stadium Rim Way,37.8712097,-122.2502811,1
BAN/TEL,Telegraph Ave & Bancroft Way,37.8687287,-122.25916,1
LOS ANGELES,,,,1
16 HAVILAND HALL,Haviland Hall,37.8737118,-122.2610484,1
3020 SMYTH RD,3020 Smyth Rd,37.8675787,-122.2462659,1
UVA-143,University Village,37.8849256,-122.3010808,1
BANC ELLS,Bancroft Way & Ellsworth St,37.8681263,-122.263726,1
5885 HOLLIS ST,5885 Hollis St,37.8405997,-122.2898759,1
2400 CHANNING,2400 Channing Way,37.8667806,-122.2589796,1
2722 BANCROFT,2722 Bancroft Way,37.8691912,-122.2536323,1
LBNL-56,Lawrence Berkeley National Laboratory,37.8754404,-122.2455364,1
UC DAVIS,,,,1
0 SILVER LAB,,,,1
6TH/RED OAK,,,,1
GOLDEN BEAR REST,Golden Bear Cafe,37.8696075,-122.259606,1
2300 BANCROFT,2300 Bancroft Way,37.867988,-122.2630247,1
2500 BANCROFT,2500 Bancroft Way,37.8687157,-122.2591463,1
40 GIANNINI HALL,Giannini Hall,37.8735349,-122.2622986,1
0 STERN HALL,Stern Hall,37.8750195,-122.2555552,1
2222 PIEDMONT AV,2222 Piedmont Ave,37.8711648,-122.2530933,1
BOALT LAW,Boalt Law,37.8698309,-122.2538096,1
SAN DIEGO,,,,1
UVA-163,University Village,37.8849256,-122.3010808,1
2520 CHANNING WAY,Maximino Martinez Commons,37.8666016,-122.2577573,1
BOWDITCH DURANT,Durant Ave & Bowditch St,37.8681063,-122.256703,1
0 STRAWBERRY CENTER,Strawberry Canyon Center,37.8730075,-122.24429,1
2130 CENTER,2130 Center St,37.8702058,-122.2670882,1
CAFE STRADA,Caffe Strada,37.869154,-122.254792,1
2241 CHANNING WAY,2241 Channing Way,37.86629,-122.2638001,1
UVA-155,University Village,37.8849256,-122.3010808,1
STRAWBERRY GATE,,,,1
CHANNING BOWDITCH,Channing Way & Bowditch St,37.8673656,-122.2573096,1
HAYWARD,,,,1
CKC-5A TLR,,,,1
2400 HEARST AV,"2400 Hearst Ave, Berkeley, CA 94709, USA",37.8747027,-122.2622493,1
HSB,,,,1
UVA-140,University Village,37.8849256,-122.3010808,1
1123 JACKSON STREET,1123 Jackson St,37.8838515,-122.2998815,1
TOP DOG LOT,Top Dog Lot,37.8677878,-122.257398,1
0 MINOR HALL,Minor Hall,37.8714283,-122.2547013,1
GARDNER STACKS,Gardner Stacks,37.8722083,-122.259493,1
2227 PIEDMONT AV,2227 Piedmont Ave,37.8707017,-122.2515901,1
UVA-116,University Village,37.8849256,-122.3010808,1
405 RED OAK,405 Red Oak Ave,37.8830619,-122.3025834,1
2467 TELEGRAPH AV,2467 Telegraph Ave,37.8656702,-122.2583317,1
2498 PIEDMONT,2498 Piedmont Ave,37.8661227,-122.2517669,1
BANCROFT/PIEDMONT,Bancroft Way & Piedmont Ave,37.8695901,-122.2523046,1
2614 DWIGHT WAY,2614 Dwight Way,37.8653309,-122.2556223,1
SPORTS LANE,,,,1
2728 BANCROFT,2728 Bancroft Way,37.869022,-122.253259,1
KROEBER FOUNTAIN,Kroeber Fountain,37.869853,-122.2551518,1
BLUM CENTER,Blum Center for Developing Economies,37.8748836,-122.2591001,1
UVA-159,University Village,37.8849256,-122.3010808,1
RIM GAYLEY,Gayley Rd & Stadium Rim Way,37.8725667,-122.2537582,1
2434 WARRING,2434 Warring St,37.866621,-122.250868,1
BOWDITCH/DURANT,Durant Ave & Bowditch St,37.8681063,-122.2567029,1
0 SUTARDJA DAI HALL,Sutardja Dai Hall,37.8748643,-122.2582871,1
142 DWINELLE HALL,Dwinelle Hall,37.8707002,-122.2605518,1
2345 COLLEGE,2345 College Ave,37.8677739,-122.2540469,1
BOTANICAL GARDENS LOT,Botanical Garden Lot,37.875599,-122.239157,1
BANCROFT / TELEGRAPH,Telegraph Ave & Bancroft Way,37.8687287,-122.2591604,1
SAN LEANDRO,,,,1
TELEGRAPH AVE,,,,1
1608 4TH STREET,,,,1
0 JACKSON HOUSE,Ida Louise Jackson Graduate House,37.868049,-122.253988,1
2324 PIEDMONT,2324 Piedmont Ave,37.8688331,-122.2524973,1
UVA-149,University Village,37.8849256,-122.3010808,1
2400 BANCROFT,2400 Bancroft Way,37.8682101,-122.2611743,1
OCTAGON BR,,,,1
0 CHANNING/BOWDITCH APTS,Channing-Bowditch Apartments,37.8673656,-122.2573096,1
0 BANWAY,,,,1
COLLEGE/HASTE,College Ave & Haste St,37.8665789,-122.2540827,1
0 WOMENS FACULTY CLUB,Women’s Faculty Club,37.8720206,-122.2549452,1
TELE S HASTE,Telegraph Ave & Haste St,37.8660242,-122.2586271,1
JACKSON/BUCHANON,,,,1
1950 UNIVERSITY,1950 University Ave,37.871196,-122.271719,1
OXFORD CENTER,,,,1
RED OAK/6TH,,,,1
WEST CIR,West Circle,37.871632,-122.265437,1
TOP DOG,Top Dog,37.8428352,-122.2552467,1
2230 SHATTUCK AV,2230 Shattuck,37.8687753,-122.2682844,1
2500 BLK DURANT,,,,1
SAN RAFAEL,,,,1
2340 PIEDMONT,2340 Piedmont Ave,37.868068,-122.25244,1
600 RED OAK AVE,600 Red Oak Ave,37.8830478,-122.3025788,1
ELLSWORTH STRUCTURE,Ellsworth Parking Structure,37.865927,-122.262532,1
3010 SMYTH RD,3010 Smyth Rd,37.867685,-122.2467378,1
2400 WARRING,2400 Warring St,37.867679,-122.251057,1
0 HELLMAN TENNIS COURTS,Hellman Tennis Center,37.8699674,-122.2650203,1
UNIT-3 LOADING DOCK,Unit 3 Loading Dock,37.8671335,-122.2605121,1
605 OHLONE,605 Ohlone Ave,37.8852204,-122.3027025,1
0 FOOTHILL-8,Foothill Building 8,37.874656,-122.254172,1
UVA-115,University Village,37.8849256,-122.3010808,1
CENTER/OXFORD,Center St & Oxford Ln,37.8705998,-122.2659311,1
DURANT/COLLEGE,College Ave & Durant Ave,37.8683469,-122.2544485,1
1952 OXFORD ST,1952 Oxford St,37.87305,-122.266521,1
STONEWALL TRAIL,Stonewall-Panoramic Trail,37.8641781,-122.2417683,1
0 NAVAL ARCH,Naval Architecture Building,37.8750255,-122.2588054,1
WELLMAN COURTYARD,Wellman Courtyard,37.8734001,-122.2628353,1
DWIGHT BOWDITCH,Dwight Way & Bowditch St,37.8654206,-122.2561427,1
2310 PIEDMONT,2310 Piedmont Ave,37.869027,-122.252588,1
2600 CHANNING,2600 Channing,37.8672126,-122.256499,1
TELE CHAN,Telegraph Av & Channing Way,37.866914,-122.2587858,1
0 ZELLERBACH PLAY,Zellerbach Playhouse,37.8693019,-122.2613364,1
2500 HEARST AVE,2500 Hearst Ave,37.8750353,-122.2601407,1
CKC-5,Clark Kerr Campus Building 5,37.8649634,-122.2493737,1
HASTE/BOWDITCH,Haste St & Bowditch St,37.8663193,-122.2563434,1
UC RIVERSIDE,,,,1
STRAWBERRY CANYON RSCH,Strawberry Canyon Center,37.872583,-122.246369,1
UNIT-3 UNIT-3 NORTON,Unit 3 Norton Hall,37.8671335,-122.2605121,1
2224 SHATTUCK AV,2224 Shattuck Ave,37.8687574,-122.2682,1
BOWDITCH DWIGHT,Dwight Way & Bowditch St,37.8654206,-122.2561427,1
UNIT 3,Unit 3,37.8671335,-122.2605121,1
CKC-20,Clark Kerr Campus Building 20,37.863119,-122.24523,1
2700 BANCROFT,2700 Bancroft Way,37.869081,-122.2543492,1
IFO KIPS,Kip’s Restaurant,37.8679354,-122.259604,1
0 UVA OFFICE,University Village,37.8845615,-122.3016065,1
